Age,Gender,City_Type,Annual_Income,Education_Level,Occupation,Steps_Per_Day,Workout_Days_Per_Week,Preferred_Workout_Type,Workout_Duration_Min,Calories_Burned_Per_Day,Uses_Fitness_App,Features_Used,App_Usage_Frequency,Subscribed_Premium,Motivators_For_Upgrade,Willingness_To_Pay,Fitness_Importance_1_10,Biggest_Challenge,Fitness_Motivated_By,Preferred_Device,NPS_Recommend_1_10,Content_Engaged,Interested_In_Group_Challenges,Fitness_Goal
16,Male,Urban,49912,Postgraduate,Professional,2649,2,Strength Training,19,400,Yes,"Progress Tracking, Step Tracker, Challenges, Workout Plans",Daily,No,1:1 Coach,130,7,Guidance,Family,Smartphone,7,Live Classes,Yes,Athletic Training
33,Male,Metro,43997,Postgraduate,Professional,6506,5,Mixed,59,899,Yes,"Social Community, Step Tracker, Workout Plans",Daily,Yes,"Advanced Analytics, Personalized Plans",516,8,Motivation,Friends,Manual Entry,7,Articles,Yes,Weight Loss
31,Female,Metro,68807,Graduate,Professional,9918,4,Sports,14,747,Yes,Step Tracker,Monthly,No,Ad-free Experience,189,7,Guidance,Friends,Smartphone,6,Live Classes,Yes,General Wellness
32,Female,Urban,101805,Postgraduate,Professional,8252,5,Yoga,37,774,Yes,"Diet Tracking, Social Community, Step Tracker",Daily,No,Advanced Analytics,224,3,Motivation,Self,Smartphone,7,Live Classes,Yes,Athletic Training
19,Male,Metro,70935,Graduate,Homemaker,7027,3,Cardio,38,535,No,None,Never,No,None,284,3,Cost,Self,Smartphone,3,None,No,Weight Loss
21,Female,Urban,30076,Graduate,Professional,5877,4,Yoga,37,576,Yes,"Progress Tracking, Diet Tracking, Step Tracker",Monthly,No,Ad-free Experience,291,4,Guidance,Family,Smartphone,10,Video Workouts,Yes,General Wellness
38,Female,Rural,44293,Graduate,Professional,7505,2,Cardio,13,400,No,None,Never,No,None,429,6,Lack of Time,Self,None,4,None,No,General Wellness
29,Male,Metro,63768,Graduate,Professional,8443,1,Mixed,5,558,Yes,"Step Tracker, Challenges, Social Community, Diet Tracking",Monthly,No,"Personalized Plans, Advanced Analytics, Ad-free Experience",376,7,Guidance,Self,Smartphone,5,Articles,Yes,Weight Loss
35,Female,Semi-Urban,63714,Postgraduate,Retired,5347,4,Cardio,28,559,Yes,"Step Tracker, Social Community, Diet Tracking, Challenges",Daily,No,"Ad-free Experience, Social Competitions, Personalized Plans",121,10,Cost,Self,Smartphone,6,Community Posts,No,Muscle Gain
30,Male,Metro,177419,Postgraduate,Professional,7929,7,Strength Training,43,881,Yes,"Diet Tracking, Workout Plans, Progress Tracking, Step Tracker",Daily,Yes,"Personalized Plans, 1:1 Coach, Custom Diet Plans",712,7,Motivation,Family,Smartwatch,8,Challenges,Yes,Muscle Gain
30,Female,Urban,33090,High School,Professional,9696,2,Strength Training,80,480,Yes,"Step Tracker, Challenges",Daily,Yes,"Custom Diet Plans, 1:1 Coach, Social Competitions",747,7,Health Issues,Influencers,Fitness Band,9,Community Posts,Yes,Muscle Gain
37,Female,Rural,85203,Graduate,Student,6443,3,Mixed,44,471,Yes,"Diet Tracking, Workout Plans, Challenges, Step Tracker",Never,No,"Custom Diet Plans, Personalized Plans",310,5,Health Issues,Self,Smartphone,9,Video Workouts,No,Weight Loss
25,Female,Metro,139323,Postgraduate,Professional,7170,4,Cardio,14,465,Yes,"Progress Tracking, Step Tracker, Social Community",Daily,No,Custom Diet Plans,342,8,Lack of Time,Friends,Smartwatch,6,Live Classes,Yes,Weight Loss
30,Female,Metro,206019,Postgraduate,Professional,8209,3,Yoga,29,652,Yes,"Challenges, Step Tracker, Progress Tracking, Social Community",Daily,Yes,"Personalized Plans, Custom Diet Plans",728,7,Health Issues,Friends,Fitness Band,6,Challenges,Yes,Weight Loss
26,Male,Metro,54057,Graduate,Homemaker,8378,5,Cardio,31,741,No,None,Never,No,None,441,4,Motivation,Self,Smartphone,2,None,No,Weight Loss
26,Female,Metro,84602,Doctorate,Professional,9196,5,Yoga,73,984,Yes,"Step Tracker, Diet Tracking, Progress Tracking",Daily,No,"Social Competitions, Ad-free Experience",161,6,Cost,Family,Fitness Band,7,Articles,Yes,Weight Loss
27,Female,Urban,87981,Graduate,Retired,4464,0,Mixed,9,414,Yes,Progress Tracking,Rarely,No,"Social Competitions, 1:1 Coach",320,6,Health Issues,Self,Smartwatch,10,Challenges,No,General Wellness
31,Male,Rural,72965,Graduate,Professional,5677,7,Strength Training,44,672,Yes,"Challenges, Step Tracker, Progress Tracking",Weekly,No,"Ad-free Experience, Social Competitions, Advanced Analytics",531,4,Guidance,Friends,Smartphone,7,Video Workouts,Yes,General Wellness
26,Female,Metro,62980,Postgraduate,Professional,5770,5,Strength Training,15,560,Yes,"Progress Tracking, Diet Tracking, Step Tracker, Workout Plans",Daily,No,"Personalized Plans, 1:1 Coach, Social Competitions",519,5,Motivation,Family,Fitness Band,4,Live Classes,No,General Wellness
40,Female,Metro,82288,Graduate,Student,4740,6,None,23,576,Yes,"Progress Tracking, Challenges, Social Community, Step Tracker",Daily,No,"Social Competitions, Advanced Analytics, 1:1 Coach",452,5,Health Issues,Family,Manual Entry,5,Video Workouts,Yes,Weight Loss
22,Male,Metro,18655,Graduate,Homemaker,2503,4,Strength Training,55,564,Yes,"Step Tracker, Challenges, Social Community, Diet Tracking",Daily,No,"Ad-free Experience, Advanced Analytics, 1:1 Coach",414,5,Lack of Time,Family,Fitness Band,5,Articles,Yes,Muscle Gain
28,Female,Urban,93063,Graduate,Professional,500,6,Strength Training,39,435,Yes,"Diet Tracking, Challenges, Workout Plans, Step Tracker",Daily,No,"Advanced Analytics, Ad-free Experience, 1:1 Coach",548,7,Lack of Time,Family,Smartphone,5,Community Posts,No,Weight Loss
26,Female,Metro,70480,Postgraduate,Homemaker,9988,1,Yoga,34,823,Yes,"Challenges, Progress Tracking",Monthly,No,"Ad-free Experience, 1:1 Coach",580,8,Motivation,Self,Smartphone,6,Live Classes,No,Athletic Training
41,Male,Urban,59205,Postgraduate,Retired,3115,2,Yoga,29,409,Yes,"Step Tracker, Workout Plans",Weekly,Yes,"1:1 Coach, Ad-free Experience, Custom Diet Plans",680,6,Health Issues,Family,Fitness Band,8,Live Classes,Yes,General Wellness
31,Other,Urban,184136,Graduate,Retired,10916,6,Cardio,54,933,Yes,"Step Tracker, Social Community, Diet Tracking",Weekly,Yes,"Social Competitions, Custom Diet Plans, Ad-free Experience",554,7,Other,Self,Smartphone,8,Video Workouts,No,Athletic Training
38,Male,Urban,47218,Graduate,Professional,8848,1,Mixed,26,604,No,None,Never,No,None,317,3,Lack of Time,Influencers,Manual Entry,5,None,No,Weight Loss
18,Male,Metro,54093,Graduate,Professional,5985,0,Strength Training,22,494,No,None,Never,No,None,721,4,Health Issues,Friends,Smartphone,4,None,No,General Wellness
32,Male,Urban,179113,Graduate,Professional,8541,5,Cardio,60,835,Yes,Diet Tracking,Daily,No,"1:1 Coach, Personalized Plans",161,5,Lack of Time,Friends,Smartphone,3,Video Workouts,Yes,Muscle Gain
37,Female,Metro,43650,Graduate,Professional,8062,5,Mixed,5,651,Yes,Progress Tracking,Daily,No,"Advanced Analytics, Ad-free Experience",293,6,Other,Self,Fitness Band,5,Video Workouts,No,General Wellness
30,Female,Metro,50258,Postgraduate,Professional,4245,1,Strength Training,15,400,Yes,"Social Community, Step Tracker",Daily,No,"Personalized Plans, Ad-free Experience, Advanced Analytics",180,7,Guidance,Friends,Smartphone,6,Live Classes,No,Muscle Gain
38,Male,Semi-Urban,61481,Graduate,Student,6962,6,Cardio,20,400,Yes,Workout Plans,Daily,No,Social Competitions,364,1,Lack of Time,Family,Smartphone,7,Video Workouts,Yes,Muscle Gain
25,Male,Urban,100746,Graduate,Professional,4550,4,Yoga,63,687,No,None,Never,No,None,205,4,Lack of Time,Self,Smartphone,5,None,No,Weight Loss
41,Female,Metro,73416,High School,Professional,8635,3,Mixed,38,634,Yes,"Diet Tracking, Step Tracker",Daily,No,1:1 Coach,336,5,Lack of Time,Friends,Fitness Band,7,Challenges,Yes,General Wellness
48,Male,Metro,34671,Graduate,Professional,5211,5,Mixed,14,522,Yes,"Step Tracker, Challenges",Weekly,No,"Personalized Plans, Social Competitions",115,6,Lack of Time,Family,Smartwatch,7,Challenges,Yes,Weight Loss
27,Female,Metro,50711,Postgraduate,Professional,6758,3,None,13,595,Yes,"Diet Tracking, Step Tracker, Challenges, Progress Tracking",Daily,No,Custom Diet Plans,424,4,Cost,Influencers,Fitness Band,7,Challenges,Yes,Weight Loss
26,Female,Metro,48840,Graduate,Professional,6650,1,Mixed,64,545,Yes,Progress Tracking,Weekly,No,"Ad-free Experience, 1:1 Coach",496,7,Lack of Time,Self,Smartphone,6,Live Classes,Yes,Weight Loss
41,Male,Metro,63664,Graduate,Professional,7303,2,Cardio,13,676,Yes,"Workout Plans, Challenges, Step Tracker",Weekly,No,"Personalized Plans, 1:1 Coach",303,7,Other,Family,Smartphone,7,Video Workouts,No,Rehabilitation
42,Female,Metro,81872,Graduate,Student,11156,3,Strength Training,22,713,Yes,"Step Tracker, Diet Tracking",Daily,Yes,"Advanced Analytics, Social Competitions",679,8,Guidance,Self,Smartwatch,9,Articles,Yes,Weight Loss
25,Male,Urban,81560,Graduate,Professional,6397,3,Mixed,26,593,Yes,"Workout Plans, Step Tracker",Daily,No,Personalized Plans,330,7,Cost,Self,Manual Entry,6,Video Workouts,Yes,Athletic Training
26,Other,Urban,27227,High School,Professional,10044,5,Strength Training,47,964,No,None,Never,No,None,371,3,Lack of Time,Self,Smartphone,3,None,No,Rehabilitation
27,Female,Urban,112642,Graduate,Professional,8199,5,Yoga,24,653,Yes,"Step Tracker, Progress Tracking",Daily,Yes,"Personalized Plans, Advanced Analytics",694,7,Health Issues,Friends,Fitness Band,7,Live Classes,No,Rehabilitation
19,Female,Urban,75078,Graduate,Professional,10546,3,Yoga,12,745,Yes,Workout Plans,Daily,No,"Custom Diet Plans, Personalized Plans",442,7,Guidance,Self,Smartphone,9,Challenges,Yes,Athletic Training
22,Male,Metro,132225,Graduate,Professional,6153,5,Strength Training,50,667,Yes,"Workout Plans, Step Tracker, Challenges",Weekly,Yes,Custom Diet Plans,884,7,Health Issues,Family,Smartphone,6,Live Classes,Yes,Athletic Training
21,Female,Rural,82627,Graduate,Professional,8740,1,Mixed,49,559,Yes,"Progress Tracking, Step Tracker, Social Community, Challenges",Daily,No,"Advanced Analytics, Custom Diet Plans, Social Competitions",252,8,Other,Self,Smartwatch,10,Video Workouts,Yes,Weight Loss
23,Male,Semi-Urban,114767,Graduate,Professional,6851,0,Strength Training,85,400,Yes,Diet Tracking,Weekly,No,"Advanced Analytics, Social Competitions",312,5,Lack of Time,Friends,Smartphone,4,Live Classes,Yes,Weight Loss
29,Male,Semi-Urban,83556,Doctorate,Professional,500,6,Strength Training,40,484,Yes,Diet Tracking,Weekly,Yes,"1:1 Coach, Social Competitions",835,8,Lack of Time,Self,Smartphone,7,Articles,Yes,General Wellness
31,Male,Semi-Urban,129717,Graduate,Professional,4275,0,None,13,400,Yes,Social Community,Daily,No,"Personalized Plans, 1:1 Coach",179,9,Cost,Family,Smartphone,8,Live Classes,No,Muscle Gain
42,Female,Rural,85915,Graduate,Professional,8455,2,Strength Training,83,847,Yes,"Workout Plans, Step Tracker, Progress Tracking",Weekly,No,"Custom Diet Plans, 1:1 Coach",113,4,Health Issues,Family,Smartphone,8,Community Posts,Yes,Weight Loss
22,Female,Urban,63009,Graduate,Professional,8290,4,Cardio,26,726,Yes,Step Tracker,Daily,No,"Custom Diet Plans, 1:1 Coach, Social Competitions",377,6,Guidance,Self,Fitness Band,4,Live Classes,No,General Wellness
37,Female,Metro,206120,Graduate,Student,3762,2,Strength Training,57,427,Yes,"Challenges, Social Community, Step Tracker",Weekly,No,"Advanced Analytics, Ad-free Experience",409,7,Motivation,Friends,Smartphone,5,Video Workouts,No,Muscle Gain
28,Female,Urban,103209,Postgraduate,Professional,7550,6,Mixed,81,955,Yes,"Step Tracker, Workout Plans",Daily,No,"Ad-free Experience, Personalized Plans, Social Competitions",263,7,Guidance,Friends,Fitness Band,7,Community Posts,Yes,Athletic Training
29,Male,Urban,88156,Graduate,Professional,8258,2,Sports,36,651,No,None,Never,No,None,280,3,Motivation,Self,Smartphone,7,None,No,General Wellness
35,Female,Urban,34956,Postgraduate,Professional,6913,0,Mixed,33,572,Yes,Progress Tracking,Daily,No,"Ad-free Experience, Custom Diet Plans, Advanced Analytics",258,5,Lack of Time,Self,Fitness Band,9,Challenges,Yes,General Wellness
21,Male,Urban,34746,High School,Student,8822,2,Yoga,40,718,Yes,"Step Tracker, Diet Tracking, Social Community, Progress Tracking",Daily,Yes,"Personalized Plans, Social Competitions, Ad-free Experience",569,7,Motivation,Family,Smartphone,7,Video Workouts,Yes,Muscle Gain
33,Female,Metro,76600,Graduate,Student,8481,3,Cardio,45,802,Yes,Challenges,Daily,No,"1:1 Coach, Social Competitions",433,8,Lack of Time,Family,Fitness Band,2,Articles,No,Muscle Gain
31,Female,Metro,71165,Postgraduate,Retired,6912,2,Mixed,63,591,Yes,"Workout Plans, Progress Tracking",Weekly,No,"Ad-free Experience, Personalized Plans",208,5,Motivation,Self,Fitness Band,7,Live Classes,Yes,Rehabilitation
33,Female,Rural,48675,Graduate,Professional,5722,3,Mixed,30,468,Yes,Social Community,Weekly,No,1:1 Coach,318,6,Other,Self,Manual Entry,7,Live Classes,Yes,Weight Loss
32,Female,Urban,71003,Graduate,Student,9606,6,Cardio,35,760,Yes,"Workout Plans, Challenges, Step Tracker",Rarely,No,"1:1 Coach, Advanced Analytics",241,5,Health Issues,Friends,Smartwatch,6,Video Workouts,Yes,Muscle Gain
49,Male,Urban,146431,Graduate,Professional,8157,6,Cardio,23,677,No,None,Never,No,None,175,4,Other,Self,Smartphone,2,None,No,General Wellness
24,Male,Metro,93685,Postgraduate,Professional,3546,2,None,23,400,No,None,Never,No,None,454,4,Cost,Influencers,Smartphone,4,None,No,Muscle Gain
25,Female,Metro,37402,High School,Homemaker,7552,3,Mixed,18,575,Yes,Social Community,Daily,Yes,"Advanced Analytics, 1:1 Coach",622,6,Motivation,Family,Fitness Band,6,Live Classes,No,Weight Loss
25,Male,Semi-Urban,62582,Postgraduate,Student,4122,3,Mixed,25,412,Yes,Step Tracker,Daily,No,"Personalized Plans, Advanced Analytics, Custom Diet Plans",372,4,Health Issues,Family,Fitness Band,10,Live Classes,Yes,Weight Loss
25,Male,Urban,44245,Graduate,Professional,4588,7,Mixed,16,477,Yes,"Diet Tracking, Challenges, Step Tracker, Workout Plans",Weekly,Yes,1:1 Coach,473,5,Other,Friends,Smartphone,10,Challenges,No,Weight Loss
24,Male,Semi-Urban,54510,Postgraduate,Homemaker,5370,7,Yoga,59,809,Yes,"Step Tracker, Social Community, Workout Plans, Challenges",Daily,No,Personalized Plans,260,4,Other,Self,Smartphone,8,Live Classes,Yes,Weight Loss
39,Female,Urban,53808,Graduate,Student,7112,1,Yoga,51,625,Yes,Workout Plans,Daily,No,"Ad-free Experience, 1:1 Coach",440,7,Cost,Family,Fitness Band,7,Live Classes,Yes,Athletic Training
41,Male,Urban,52113,Postgraduate,Professional,7936,4,Yoga,32,668,Yes,"Social Community, Workout Plans, Diet Tracking, Step Tracker",Daily,No,"Custom Diet Plans, 1:1 Coach",660,8,Lack of Time,Family,Smartwatch,5,Challenges,Yes,Muscle Gain
25,Male,Metro,35328,Graduate,Retired,5977,2,Cardio,40,497,Yes,"Progress Tracking, Challenges, Workout Plans, Step Tracker",Daily,Yes,Ad-free Experience,403,8,Lack of Time,Self,Smartwatch,7,Live Classes,No,Weight Loss
23,Female,Urban,62079,Postgraduate,Professional,6087,0,Sports,18,400,Yes,"Step Tracker, Progress Tracking, Diet Tracking",Daily,No,"Personalized Plans, 1:1 Coach, Social Competitions",325,6,Lack of Time,Family,Smartphone,9,Challenges,No,Muscle Gain
33,Female,Metro,49995,Graduate,Professional,5741,0,Strength Training,33,400,Yes,"Diet Tracking, Step Tracker, Challenges, Social Community",Daily,No,1:1 Coach,399,5,Other,Self,Smartphone,8,Articles,Yes,Weight Loss
25,Male,Metro,15294,Graduate,Student,9618,3,Yoga,68,958,Yes,"Diet Tracking, Progress Tracking, Challenges, Social Community",Daily,No,Custom Diet Plans,276,7,Motivation,Family,Smartphone,7,Live Classes,No,Athletic Training
35,Male,Urban,184699,Graduate,Student,500,3,Strength Training,67,469,Yes,"Diet Tracking, Challenges, Step Tracker, Workout Plans",Weekly,No,"1:1 Coach, Ad-free Experience, Advanced Analytics",451,6,Health Issues,Self,Smartphone,8,Video Workouts,Yes,Muscle Gain
31,Male,Rural,114049,High School,Professional,6228,0,Strength Training,86,400,Yes,"Social Community, Step Tracker, Progress Tracking",Daily,No,"Social Competitions, Advanced Analytics, Custom Diet Plans",245,8,Motivation,Friends,Smartwatch,7,Community Posts,Yes,None
17,Male,Metro,274110,Graduate,Homemaker,10862,4,Cardio,59,998,Yes,"Step Tracker, Challenges, Social Community, Progress Tracking",Rarely,No,"1:1 Coach, Custom Diet Plans, Personalized Plans",368,5,Guidance,Family,Smartwatch,7,Articles,Yes,Weight Loss
42,Male,Semi-Urban,66796,Postgraduate,Professional,8293,2,Cardio,42,716,Yes,"Diet Tracking, Step Tracker, Progress Tracking",Daily,No,Personalized Plans,287,8,Lack of Time,Self,Smartphone,8,Live Classes,Yes,General Wellness
44,Female,Metro,36833,Doctorate,Professional,10167,3,Cardio,57,825,Yes,"Step Tracker, Workout Plans, Progress Tracking, Challenges",Rarely,No,Social Competitions,496,7,Lack of Time,Self,Smartphone,7,Video Workouts,Yes,Weight Loss
25,Female,Metro,154486,Graduate,Retired,1914,2,Cardio,14,429,Yes,Challenges,Daily,No,"Custom Diet Plans, Ad-free Experience, 1:1 Coach",268,7,Motivation,Self,Smartphone,8,Community Posts,Yes,Weight Loss
26,Female,Metro,170867,Postgraduate,Professional,3894,1,None,54,411,Yes,Diet Tracking,Daily,Yes,Personalized Plans,647,5,Guidance,Self,Manual Entry,8,Challenges,Yes,Weight Loss
32,Male,Metro,71563,Graduate,Professional,8285,2,Cardio,60,525,Yes,"Social Community, Step Tracker, Workout Plans",Daily,No,"1:1 Coach, Social Competitions",463,7,Lack of Time,Influencers,Smartphone,6,Live Classes,Yes,General Wellness
32,Female,Urban,110388,Graduate,Professional,10876,1,Cardio,33,715,Yes,"Step Tracker, Workout Plans",Weekly,No,"Custom Diet Plans, Ad-free Experience",226,5,Cost,Influencers,Smartphone,6,Challenges,Yes,Weight Loss
35,Male,Metro,72232,Postgraduate,Retired,4146,3,Yoga,35,487,Yes,"Step Tracker, Challenges, Diet Tracking, Social Community",Daily,No,"Personalized Plans, Custom Diet Plans",358,5,Motivation,Self,Fitness Band,5,Articles,Yes,Muscle Gain
46,Other,Urban,33915,Graduate,Homemaker,6030,1,Yoga,28,400,Yes,"Step Tracker, Progress Tracking, Diet Tracking",Daily,No,"1:1 Coach, Social Competitions, Personalized Plans",131,3,Health Issues,Self,Fitness Band,4,Community Posts,Yes,General Wellness
28,Female,Rural,53857,Other,Student,8003,3,Cardio,32,682,No,None,Never,No,None,219,3,Lack of Time,Self,Smartwatch,2,None,No,Weight Loss
23,Male,Metro,70683,Graduate,Professional,3368,1,Mixed,38,400,Yes,"Challenges, Progress Tracking, Workout Plans, Diet Tracking",Monthly,Yes,Personalized Plans,757,8,Cost,Self,Smartphone,6,Community Posts,No,Weight Loss
18,Female,Urban,52718,Graduate,Professional,8304,4,Mixed,41,819,No,None,Never,No,None,231,2,Motivation,Family,Smartphone,3,None,No,Athletic Training
24,Male,Metro,59318,High School,Retired,500,5,Cardio,18,400,No,None,Never,No,None,284,2,Cost,Family,Smartphone,6,None,No,Muscle Gain
29,Female,Urban,63215,High School,Student,8230,1,Cardio,21,447,Yes,"Step Tracker, Workout Plans",Daily,No,"Ad-free Experience, Personalized Plans, Custom Diet Plans",409,6,Motivation,Family,Smartwatch,6,Challenges,No,General Wellness
44,Male,Metro,63548,High School,Professional,4512,3,None,51,525,Yes,"Progress Tracking, Workout Plans, Step Tracker, Diet Tracking",Daily,Yes,Personalized Plans,613,9,Guidance,Self,Smartwatch,8,Challenges,Yes,Muscle Gain
25,Male,Metro,67922,Other,Homemaker,5881,0,Mixed,43,457,Yes,"Step Tracker, Diet Tracking",Daily,No,Ad-free Experience,448,6,Other,Self,Smartwatch,7,Articles,Yes,Muscle Gain
31,Female,Metro,38936,Postgraduate,Professional,8629,3,Yoga,19,623,Yes,"Social Community, Progress Tracking",Daily,No,"Custom Diet Plans, Personalized Plans, Advanced Analytics",375,7,Lack of Time,Influencers,Smartphone,9,Video Workouts,No,Weight Loss
29,Male,Metro,46234,Postgraduate,Professional,8118,2,Cardio,31,515,Yes,Progress Tracking,Daily,No,"Social Competitions, 1:1 Coach, Ad-free Experience",402,5,Lack of Time,Family,Smartwatch,5,Live Classes,Yes,Athletic Training
39,Female,Metro,34811,Graduate,Student,6980,3,Strength Training,94,751,No,None,Never,No,None,498,3,Cost,Family,Smartphone,3,None,No,Athletic Training
50,Male,Urban,107894,Graduate,Professional,9422,3,Yoga,5,478,Yes,"Progress Tracking, Diet Tracking, Step Tracker",Daily,No,"1:1 Coach, Social Competitions",388,4,Guidance,Self,Smartphone,6,Video Workouts,Yes,None
25,Female,Semi-Urban,23090,Graduate,Professional,2749,6,Cardio,5,400,Yes,"Progress Tracking, Workout Plans, Diet Tracking, Step Tracker",Rarely,No,"Social Competitions, Personalized Plans",534,3,Motivation,Self,Smartphone,9,Community Posts,No,Muscle Gain
26,Female,Semi-Urban,117806,Graduate,Retired,7511,3,Strength Training,5,613,Yes,"Diet Tracking, Step Tracker, Workout Plans",Weekly,Yes,"Advanced Analytics, Custom Diet Plans",836,10,Guidance,Family,Fitness Band,9,Live Classes,Yes,General Wellness
38,Male,Urban,132345,Graduate,Professional,5024,3,Yoga,116,793,No,None,Never,No,None,287,5,Lack of Time,Self,Smartphone,4,None,No,Muscle Gain
35,Male,Metro,56891,Postgraduate,Professional,9295,2,Strength Training,15,690,Yes,"Social Community, Diet Tracking, Workout Plans",Daily,No,Advanced Analytics,505,3,Lack of Time,Friends,Smartwatch,9,Articles,Yes,Muscle Gain
44,Male,Metro,18005,Graduate,Professional,8717,7,Mixed,27,914,Yes,"Challenges, Diet Tracking",Daily,No,"Advanced Analytics, Social Competitions",381,6,Motivation,Friends,Fitness Band,7,Video Workouts,Yes,General Wellness
34,Male,Metro,55234,High School,Professional,8808,5,Mixed,49,781,Yes,"Step Tracker, Challenges, Workout Plans",Never,No,"Social Competitions, 1:1 Coach, Ad-free Experience",302,5,Health Issues,Self,Smartphone,6,Video Workouts,Yes,Weight Loss
27,Male,Metro,64081,High School,Professional,11113,2,Strength Training,46,741,Yes,"Workout Plans, Step Tracker, Challenges",Weekly,No,"Personalized Plans, Custom Diet Plans, 1:1 Coach",383,5,Motivation,Self,Fitness Band,9,Live Classes,Yes,Weight Loss
34,Female,Urban,39922,High School,Professional,9815,5,Mixed,29,982,Yes,"Step Tracker, Diet Tracking, Progress Tracking, Workout Plans",Monthly,Yes,"Personalized Plans, Advanced Analytics, 1:1 Coach",866,7,Guidance,Self,Smartphone,8,Articles,No,Weight Loss
38,Female,Urban,51143,Graduate,Homemaker,6606,3,Cardio,78,872,No,None,Never,No,None,404,4,Health Issues,Family,Smartphone,3,None,No,General Wellness
36,Female,Metro,142215,Postgraduate,Professional,6996,5,Mixed,55,627,Yes,"Challenges, Workout Plans, Step Tracker",Daily,No,Custom Diet Plans,568,7,Motivation,Friends,Fitness Band,8,Articles,No,Muscle Gain
34,Female,Metro,92269,Graduate,Professional,8502,5,Cardio,21,697,No,None,Never,No,None,480,4,Cost,Friends,Smartwatch,3,None,No,Weight Loss
38,Female,Semi-Urban,41677,Postgraduate,Student,7340,1,Cardio,16,499,Yes,"Challenges, Diet Tracking, Progress Tracking, Workout Plans",Weekly,No,"1:1 Coach, Custom Diet Plans",412,5,Health Issues,Friends,Smartphone,6,Video Workouts,Yes,None
39,Female,Semi-Urban,29768,Graduate,Retired,8762,4,Yoga,38,809,Yes,"Progress Tracking, Diet Tracking, Workout Plans",Weekly,No,"Ad-free Experience, Social Competitions, Custom Diet Plans",226,5,Lack of Time,Influencers,Smartwatch,8,Video Workouts,No,Muscle Gain
41,Male,Metro,56189,Graduate,Professional,1424,2,Strength Training,57,400,Yes,"Diet Tracking, Challenges",Daily,No,Personalized Plans,328,7,Motivation,Family,Smartwatch,6,Challenges,Yes,Weight Loss
35,Female,Rural,59472,High School,Professional,11702,2,Mixed,95,820,Yes,"Workout Plans, Progress Tracking, Diet Tracking, Challenges",Daily,No,Custom Diet Plans,358,6,Other,Friends,Smartphone,7,Live Classes,Yes,General Wellness
28,Female,Rural,84804,Postgraduate,Professional,7152,2,Strength Training,42,505,No,None,Never,No,None,433,4,Other,Friends,Smartphone,4,None,No,General Wellness
31,Female,Metro,50632,Postgraduate,Retired,2943,4,Cardio,26,400,Yes,Step Tracker,Daily,No,"Advanced Analytics, 1:1 Coach, Custom Diet Plans",426,5,Lack of Time,Self,Fitness Band,5,Articles,Yes,Weight Loss
39,Male,Metro,85455,Graduate,Professional,4715,1,Strength Training,74,532,Yes,"Progress Tracking, Social Community",Daily,No,"Social Competitions, Custom Diet Plans",370,6,Lack of Time,Self,Smartphone,7,Community Posts,Yes,General Wellness
23,Male,Urban,174133,Graduate,Professional,1676,0,Strength Training,68,400,Yes,Step Tracker,Weekly,No,Advanced Analytics,364,5,Motivation,Self,Smartwatch,9,Live Classes,No,Weight Loss
32,Male,Rural,99483,Graduate,Professional,4274,4,Strength Training,55,544,Yes,"Progress Tracking, Workout Plans, Challenges, Social Community",Weekly,No,"Personalized Plans, Social Competitions, Ad-free Experience",436,7,Motivation,Family,Smartwatch,5,Challenges,Yes,Muscle Gain
26,Female,Semi-Urban,64599,Graduate,Professional,6644,1,Yoga,13,400,Yes,Challenges,Monthly,No,Advanced Analytics,246,4,Motivation,Friends,Smartphone,7,Live Classes,No,Weight Loss
30,Female,Metro,60380,Postgraduate,Professional,10786,1,Sports,27,768,Yes,"Challenges, Progress Tracking, Step Tracker",Weekly,No,"Advanced Analytics, Custom Diet Plans",553,5,Guidance,Family,None,5,Video Workouts,Yes,Weight Loss
40,Male,Metro,55362,Graduate,Professional,8026,1,Mixed,30,674,Yes,Diet Tracking,Daily,No,Advanced Analytics,104,6,Health Issues,Family,Smartphone,8,Live Classes,Yes,Muscle Gain
31,Other,Urban,119410,Graduate,Student,7582,2,None,55,590,Yes,"Challenges, Social Community, Step Tracker",Daily,No,Personalized Plans,524,4,Motivation,Family,Smartwatch,8,Live Classes,Yes,Rehabilitation
30,Male,Urban,48355,High School,Other,4162,3,Cardio,7,400,Yes,"Workout Plans, Diet Tracking, Step Tracker, Progress Tracking",Weekly,No,"Social Competitions, Personalized Plans, Advanced Analytics",344,3,Health Issues,Family,Smartphone,6,Live Classes,No,General Wellness
19,Male,Metro,67684,High School,Homemaker,4938,0,Sports,26,417,Yes,"Challenges, Diet Tracking",Daily,No,"Ad-free Experience, 1:1 Coach, Advanced Analytics",470,6,Lack of Time,Self,Smartwatch,10,Community Posts,Yes,Rehabilitation
35,Male,Semi-Urban,67886,Graduate,Professional,5132,7,Strength Training,35,822,Yes,Step Tracker,Daily,Yes,"Advanced Analytics, 1:1 Coach, Ad-free Experience",754,5,Lack of Time,None,Smartphone,9,Challenges,Yes,General Wellness
35,Female,Urban,51488,High School,Homemaker,5234,4,Yoga,29,565,No,None,Never,No,None,391,2,Guidance,Family,Fitness Band,4,None,No,Weight Loss
